,black,boy,read,math,star,freelun,teacher_experience,test_score,sc_freelun,sc_black
6751,0,1,650.0,626.0,0,0,16.0,1276.0,0,0
6753,0,0,650.0,607.0,0,0,12.0,1257.0,0,0
6755,1,0,560.0,552.0,0,1,7.0,1112.0,0,0
6756,0,0,569.0,554.0,0,0,27.0,1123.0,0,0
6758,0,1,627.0,599.0,0,0,7.0,1226.0,0,0
6760,1,0,560.0,554.0,0,1,3.0,1114.0,0,0
6761,0,1,586.0,596.0,0,1,10.0,1182.0,0,0
6763,0,0,622.0,626.0,0,0,33.0,1248.0,0,0
6767,0,1,611.0,611.0,1,0,22.0,1222.0,0,0
6772,0,1,568.0,611.0,0,1,22.0,1179.0,0,0
6773,1,1,575.0,607.0,0,0,13.0,1182.0,0,0
6774,0,1,502.0,565.0,0,1,22.0,1067.0,0,0
6775,0,0,593.0,584.0,0,0,19.0,1177.0,0,0
6781,1,0,511.0,526.0,0,1,31.0,1037.0,0,0
6782,0,0,622.0,582.0,0,0,20.0,1204.0,0,0
6783,0,1,557.0,626.0,1,1,18.0,1183.0,1,0
6785,0,0,560.0,520.0,0,1,9.0,1080.0,0,0
6787,1,0,566.0,570.0,1,0,14.0,1136.0,0,1
6789,0,1,557.0,565.0,0,0,29.0,1122.0,0,0
6790,0,0,618.0,582.0,1,1,12.0,1200.0,1,0
6792,0,1,669.0,632.0,0,0,12.0,1301.0,0,0
6794,1,0,532.0,512.0,0,1,2.0,1044.0,0,0
6796,0,1,512.0,528.0,0,1,6.0,1040.0,0,0
6797,1,1,618.0,659.0,0,1,1.0,1277.0,0,0
6798,0,0,544.0,556.0,0,1,10.0,1100.0,0,0
6800,0,1,637.0,599.0,1,0,15.0,1236.0,0,0
6801,1,0,669.0,620.0,1,0,21.0,1289.0,0,1
6802,0,0,622.0,626.0,0,0,12.0,1248.0,0,0
6805,0,1,564.0,615.0,0,1,6.0,1179.0,0,0
6808,0,1,573.0,570.0,0,0,16.0,1143.0,0,0
6809,1,0,684.0,572.0,0,0,11.0,1256.0,0,0
6811,0,0,650.0,596.0,0,0,28.0,1246.0,0,0
6815,1,1,509.0,579.0,0,1,9.0,1088.0,0,0
6816,0,1,591.0,639.0,0,1,15.0,1230.0,0,0
6821,1,0,544.0,568.0,0,1,22.0,1112.0,0,0
6824,0,0,611.0,587.0,0,1,12.0,1198.0,0,0
6825,0,0,659.0,699.0,0,0,17.0,1358.0,0,0
6826,0,1,611.0,574.0,0,0,13.0,1185.0,0,0
6831,0,1,614.0,659.0,0,0,23.0,1273.0,0,0
6833,0,1,562.0,494.0,0,0,8.0,1056.0,0,0
6837,1,1,571.0,504.0,1,0,25.0,1075.0,0,1
6838,0,1,650.0,639.0,1,0,33.0,1289.0,0,0
6839,1,0,557.0,563.0,1,1,5.0,1120.0,1,1
6840,1,0,550.0,563.0,0,1,19.0,1113.0,0,0
6843,0,0,591.0,563.0,0,0,19.0,1154.0,0,0
6844,0,0,637.0,620.0,1,0,22.0,1257.0,0,0
6845,1,0,575.0,584.0,0,1,0.0,1159.0,0,0
6847,0,0,545.0,596.0,0,1,9.0,1141.0,0,0
6848,1,0,544.0,548.0,0,1,14.0,1092.0,0,0
6850,0,1,577.0,590.0,0,0,18.0,1167.0,0,0
6852,0,1,536.0,607.0,0,1,2.0,1143.0,0,0
6853,1,0,559.0,552.0,0,0,10.0,1111.0,0,0
6854,0,1,568.0,615.0,1,0,20.0,1183.0,0,0
6855,0,0,611.0,620.0,0,0,13.0,1231.0,0,0
6857,0,0,618.0,599.0,0,1,15.0,1217.0,0,0
6859,0,1,569.0,620.0,1,0,12.0,1189.0,0,0
6860,0,1,618.0,615.0,1,1,0.0,1233.0,1,0
6861,0,1,584.0,582.0,1,0,6.0,1166.0,0,0
6862,0,1,643.0,611.0,0,0,4.0,1254.0,0,0
6864,0,0,596.0,579.0,1,0,12.0,1175.0,0,0
6867,1,0,549.0,528.0,0,1,28.0,1077.0,0,0
6871,0,1,566.0,574.0,0,0,14.0,1140.0,0,0
6876,0,1,554.0,570.0,0,0,1.0,1124.0,0,0
6878,1,0,559.0,563.0,1,1,2.0,1122.0,1,1
6879,1,0,515.0,526.0,0,1,8.0,1041.0,0,0
6880,0,0,627.0,596.0,1,0,15.0,1223.0,0,0
6882,0,0,593.0,579.0,0,0,18.0,1172.0,0,0
6886,0,1,559.0,538.0,0,0,3.0,1097.0,0,0
6888,0,1,709.0,639.0,0,0,33.0,1348.0,0,0
6889,0,0,566.0,502.0,0,1,2.0,1068.0,0,0
6891,0,0,533.0,593.0,0,1,12.0,1126.0,0,0
6892,0,1,586.0,582.0,0,1,15.0,1168.0,0,0
6893,1,0,524.0,510.0,0,1,2.0,1034.0,0,0
6894,1,1,575.0,559.0,0,1,28.0,1134.0,0,0
6895,0,1,596.0,603.0,0,0,15.0,1199.0,0,0
6896,0,0,521.0,552.0,0,0,23.0,1073.0,0,0
6897,1,1,593.0,557.0,0,1,13.0,1150.0,0,0
6898,1,1,557.0,593.0,0,1,10.0,1150.0,0,0
6899,0,0,599.0,574.0,0,0,12.0,1173.0,0,0
6900,0,0,614.0,559.0,0,0,14.0,1173.0,0,0
6903,0,0,627.0,574.0,1,1,0.0,1201.0,1,0
6905,1,1,627.0,607.0,1,1,4.0,1234.0,1,1
6906,0,1,599.0,615.0,1,0,9.0,1214.0,0,0
6908,1,0,577.0,584.0,0,0,13.0,1161.0,0,0
6916,1,0,573.0,570.0,0,0,35.0,1143.0,0,0
6920,0,0,622.0,659.0,1,0,14.0,1281.0,0,0
6921,0,0,591.0,587.0,0,0,6.0,1178.0,0,0
6922,1,0,608.0,582.0,0,0,22.0,1190.0,0,0
6923,0,1,538.0,556.0,0,0,21.0,1094.0,0,0
6924,1,0,575.0,550.0,0,1,1.0,1125.0,0,0
6925,1,0,502.0,502.0,0,0,9.0,1004.0,0,0
6926,0,1,523.0,512.0,0,0,8.0,1035.0,0,0
6927,0,0,586.0,674.0,1,1,29.0,1260.0,1,0
6928,0,0,524.0,471.0,0,0,23.0,995.0,0,0
6929,0,1,573.0,563.0,1,0,6.0,1136.0,0,0
6931,0,1,622.0,590.0,1,1,17.0,1212.0,1,0
6932,0,1,684.0,626.0,1,1,0.0,1310.0,1,0
6933,0,1,509.0,533.0,0,1,13.0,1042.0,0,0
6934,0,1,591.0,561.0,1,0,17.0,1152.0,0,0
6935,1,1,659.0,639.0,0,1,0.0,1298.0,0,0
6936,0,0,588.0,596.0,0,1,16.0,1184.0,0,0
6938,0,1,591.0,615.0,1,0,39.0,1206.0,0,0
6939,1,0,571.0,607.0,1,1,14.0,1178.0,1,1
6940,1,1,586.0,590.0,0,1,10.0,1176.0,0,0
6942,1,1,483.0,485.0,0,1,19.0,968.0,0,0
6944,1,0,577.0,659.0,1,1,12.0,1236.0,1,1
6945,0,1,588.0,593.0,0,0,14.0,1181.0,0,0
6946,0,1,596.0,570.0,0,0,15.0,1166.0,0,0
6947,1,0,554.0,526.0,0,1,4.0,1080.0,0,0
6950,0,0,584.0,559.0,1,0,14.0,1143.0,0,0
6952,0,0,573.0,541.0,0,0,1.0,1114.0,0,0
6953,0,1,554.0,574.0,1,0,10.0,1128.0,0,0
6956,0,0,631.0,579.0,0,0,18.0,1210.0,0,0
6957,0,0,536.0,525.0,0,0,12.0,1061.0,0,0
6958,0,1,496.0,494.0,0,0,1.0,990.0,0,0
6962,0,0,557.0,546.0,0,0,30.0,1103.0,0,0
6963,0,1,599.0,607.0,0,0,13.0,1206.0,0,0
6964,0,0,631.0,572.0,1,0,22.0,1203.0,0,0
6967,1,1,593.0,584.0,0,0,12.0,1177.0,0,0
6968,0,1,618.0,582.0,0,1,2.0,1200.0,0,0
6970,1,0,588.0,550.0,1,1,14.0,1138.0,1,1
6971,0,0,586.0,607.0,1,1,10.0,1193.0,1,0
6972,0,1,588.0,570.0,0,0,18.0,1158.0,0,0
6975,1,0,571.0,548.0,0,1,8.0,1119.0,0,0
6976,0,0,573.0,568.0,0,0,1.0,1141.0,0,0
6977,0,1,517.0,514.0,0,1,12.0,1031.0,0,0
6981,0,0,659.0,615.0,0,0,6.0,1274.0,0,0
6982,0,1,614.0,615.0,1,1,17.0,1229.0,1,0
6983,0,1,608.0,599.0,0,0,3.0,1207.0,0,0
6986,1,0,627.0,552.0,0,1,31.0,1179.0,0,0
6987,0,1,622.0,659.0,1,0,12.0,1281.0,0,0
6989,0,1,562.0,543.0,1,0,15.0,1105.0,0,0
6991,0,0,643.0,620.0,0,0,19.0,1263.0,0,0
6994,1,0,575.0,603.0,1,0,10.0,1178.0,0,1
6996,0,0,643.0,632.0,0,0,20.0,1275.0,0,0
6998,1,1,571.0,563.0,0,1,10.0,1134.0,0,0
7000,0,1,684.0,674.0,1,0,16.0,1358.0,0,0
7001,0,0,622.0,632.0,1,1,0.0,1254.0,1,0
7002,1,0,530.0,548.0,0,1,7.0,1078.0,0,0
7003,0,0,545.0,546.0,0,0,9.0,1091.0,0,0
7009,0,1,622.0,557.0,1,0,17.0,1179.0,0,0
7010,0,1,557.0,533.0,1,1,11.0,1090.0,1,0
7011,0,0,611.0,584.0,1,0,18.0,1195.0,0,0
7014,0,1,582.0,596.0,0,1,25.0,1178.0,0,0
7017,0,1,622.0,639.0,1,1,10.0,1261.0,1,0
7019,0,1,568.0,552.0,1,0,6.0,1120.0,0,0
7021,0,0,684.0,659.0,1,0,17.0,1343.0,0,0
7022,0,0,588.0,584.0,0,1,15.0,1172.0,0,0
7025,1,0,593.0,611.0,0,1,35.0,1204.0,0,0
7026,1,0,586.0,541.0,0,1,10.0,1127.0,0,0
7027,1,1,515.0,561.0,0,1,4.0,1076.0,0,0
7028,0,0,508.0,554.0,0,0,1.0,1062.0,0,0
7032,1,0,532.0,525.0,0,1,2.0,1057.0,0,0
7033,1,1,568.0,543.0,0,1,35.0,1111.0,0,0
7035,1,0,559.0,536.0,1,1,5.0,1095.0,1,1
7037,0,0,550.0,565.0,1,0,9.0,1115.0,0,0
7041,0,1,555.0,561.0,0,0,31.0,1116.0,0,0
7043,1,1,536.0,556.0,0,0,10.0,1092.0,0,0
7044,0,1,732.0,674.0,1,0,12.0,1406.0,0,0
7045,1,0,591.0,574.0,1,1,8.0,1165.0,1,1
7047,0,1,622.0,659.0,1,1,5.0,1281.0,1,0
7054,1,1,503.0,530.0,0,1,1.0,1033.0,0,0
7055,0,0,611.0,559.0,1,0,4.0,1170.0,0,0
7056,0,1,622.0,615.0,1,0,10.0,1237.0,0,0
7058,1,0,631.0,587.0,0,1,10.0,1218.0,0,0
7059,1,1,627.0,570.0,1,1,19.0,1197.0,1,1
7060,0,0,568.0,550.0,1,1,10.0,1118.0,1,0
7061,1,1,544.0,552.0,0,1,23.0,1096.0,0,0
7064,1,1,499.0,464.0,1,1,26.0,963.0,1,1
7066,0,0,618.0,639.0,0,1,8.0,1257.0,0,0
7069,1,0,599.0,620.0,0,0,35.0,1219.0,0,0
7072,1,1,532.0,554.0,1,1,2.0,1086.0,1,1
7075,0,0,669.0,599.0,1,0,15.0,1268.0,0,0
7079,0,1,650.0,626.0,0,1,8.0,1276.0,0,0
7082,1,1,560.0,565.0,0,1,5.0,1125.0,0,0
7086,0,1,499.0,552.0,0,1,10.0,1051.0,0,0
7087,0,1,627.0,603.0,1,0,5.0,1230.0,0,0
7089,0,0,611.0,533.0,0,0,13.0,1144.0,0,0
7096,0,0,627.0,584.0,0,0,15.0,1211.0,0,0
7098,1,1,544.0,540.0,1,0,10.0,1084.0,0,1
7099,0,0,637.0,632.0,0,0,31.0,1269.0,0,0
7100,0,0,618.0,599.0,0,0,14.0,1217.0,0,0
7102,0,1,614.0,632.0,1,0,20.0,1246.0,0,0
7103,0,0,593.0,579.0,0,1,15.0,1172.0,0,0
7105,0,1,484.0,504.0,0,1,1.0,988.0,0,0
7106,0,1,520.0,548.0,0,0,29.0,1068.0,0,0
7108,1,0,518.0,536.0,0,1,30.0,1054.0,0,0
7111,1,1,544.0,584.0,0,1,29.0,1128.0,0,0
7114,1,0,517.0,522.0,0,1,13.0,1039.0,0,0
7115,1,0,584.0,582.0,0,0,1.0,1166.0,0,0
7116,0,0,643.0,615.0,1,1,10.0,1258.0,1,0
7117,0,0,568.0,599.0,0,1,18.0,1167.0,0,0
7121,0,0,582.0,557.0,0,0,19.0,1139.0,0,0
7123,0,1,604.0,599.0,0,0,19.0,1203.0,0,0
7125,0,0,709.0,639.0,0,0,14.0,1348.0,0,0
7126,0,0,602.0,599.0,0,0,8.0,1201.0,0,0
7127,1,1,517.0,587.0,0,1,12.0,1104.0,0,0
7129,0,1,650.0,572.0,0,0,15.0,1222.0,0,0
7130,0,1,562.0,579.0,1,0,6.0,1141.0,0,0
7133,0,0,622.0,599.0,0,0,4.0,1221.0,0,0
7134,0,0,569.0,584.0,1,1,0.0,1153.0,1,0
7136,1,0,650.0,632.0,1,0,28.0,1282.0,0,1
7137,0,1,669.0,699.0,1,0,20.0,1368.0,0,0
7138,0,1,541.0,572.0,0,0,9.0,1113.0,0,0
7144,0,0,550.0,557.0,0,1,22.0,1107.0,0,0
7145,1,0,538.0,563.0,0,1,40.0,1101.0,0,0
7146,0,0,596.0,574.0,1,1,25.0,1170.0,1,0
7148,0,0,709.0,699.0,1,0,16.0,1408.0,0,0
7149,0,1,584.0,590.0,0,0,2.0,1174.0,0,0
7153,0,0,573.0,526.0,0,0,22.0,1099.0,0,0
7155,0,1,650.0,603.0,1,0,18.0,1253.0,0,0
7156,0,1,569.0,632.0,0,0,15.0,1201.0,0,0
7158,1,1,545.0,541.0,1,1,10.0,1086.0,1,1
7159,0,1,575.0,607.0,0,0,25.0,1182.0,0,0
7160,0,0,622.0,603.0,0,0,31.0,1225.0,0,0
7163,1,0,604.0,639.0,1,1,13.0,1243.0,1,1
7164,1,1,508.0,545.0,0,1,9.0,1053.0,0,0
7166,0,0,627.0,574.0,0,0,22.0,1201.0,0,0
7170,0,1,604.0,611.0,0,0,8.0,1215.0,0,0
7172,0,1,557.0,584.0,1,1,7.0,1141.0,1,0
7176,0,1,584.0,590.0,0,1,5.0,1174.0,0,0
7177,0,0,568.0,603.0,0,1,22.0,1171.0,0,0
7179,0,1,637.0,626.0,0,0,2.0,1263.0,0,0
7182,0,1,669.0,699.0,1,0,10.0,1368.0,0,0
7184,0,0,494.0,490.0,1,1,23.0,984.0,1,0
7185,1,0,521.0,526.0,0,1,12.0,1047.0,0,0
7190,1,1,608.0,699.0,0,1,1.0,1307.0,0,0
7191,1,1,538.0,556.0,0,1,1.0,1094.0,0,0
7194,0,0,602.0,556.0,0,1,6.0,1158.0,0,0
7196,0,0,545.0,518.0,0,0,12.0,1063.0,0,0
7198,0,0,545.0,554.0,1,1,12.0,1099.0,1,0
7201,0,0,602.0,587.0,0,0,33.0,1189.0,0,0
7203,0,0,575.0,568.0,0,1,13.0,1143.0,0,0
7204,0,1,591.0,639.0,0,1,8.0,1230.0,0,0
7205,0,0,573.0,563.0,0,0,12.0,1136.0,0,0
7206,1,0,618.0,620.0,1,0,14.0,1238.0,0,1
7209,1,1,527.0,543.0,0,1,13.0,1070.0,0,0
7211,1,1,604.0,556.0,1,0,17.0,1160.0,0,1
7215,0,1,631.0,596.0,0,0,31.0,1227.0,0,0
7216,1,1,582.0,535.0,0,1,15.0,1117.0,0,0
7217,1,0,549.0,525.0,0,1,12.0,1074.0,0,0
7218,0,1,571.0,559.0,0,1,3.0,1130.0,0,0
7220,0,0,575.0,584.0,0,1,2.0,1159.0,0,0
7221,0,1,596.0,639.0,0,0,1.0,1235.0,0,0
7223,1,0,588.0,548.0,0,0,12.0,1136.0,0,0
7225,0,1,599.0,603.0,0,0,15.0,1202.0,0,0
7227,1,1,575.0,561.0,1,1,4.0,1136.0,1,1
7229,1,1,659.0,659.0,1,0,28.0,1318.0,0,1
7231,0,0,643.0,615.0,0,0,15.0,1258.0,0,0
7232,1,1,611.0,599.0,0,0,18.0,1210.0,0,0
7234,1,1,506.0,522.0,0,1,1.0,1028.0,0,0
7237,0,0,593.0,565.0,1,0,0.0,1158.0,0,0
7238,0,1,591.0,568.0,1,0,12.0,1159.0,0,0
7241,0,0,618.0,582.0,0,0,8.0,1200.0,0,0
7242,0,1,622.0,587.0,0,0,16.0,1209.0,0,0
7243,1,0,571.0,538.0,0,0,10.0,1109.0,0,0
7244,1,1,512.0,522.0,1,0,7.0,1034.0,0,1
7245,0,1,604.0,607.0,0,0,20.0,1211.0,0,0
7249,1,0,521.0,568.0,1,1,18.0,1089.0,1,1
7251,0,1,643.0,699.0,0,0,19.0,1342.0,0,0
7252,0,0,571.0,572.0,1,0,5.0,1143.0,0,0
7253,0,1,622.0,587.0,0,0,8.0,1209.0,0,0
7254,0,0,631.0,596.0,1,1,6.0,1227.0,1,0
7255,0,1,552.0,577.0,1,0,0.0,1129.0,0,0
7256,1,1,524.0,565.0,0,0,30.0,1089.0,0,0
7260,0,0,614.0,611.0,1,0,8.0,1225.0,0,0
7261,0,0,588.0,561.0,0,0,0.0,1149.0,0,0
7262,0,1,549.0,582.0,0,0,31.0,1131.0,0,0
7263,0,1,550.0,556.0,0,0,1.0,1106.0,0,0
7267,0,0,732.0,648.0,0,1,6.0,1380.0,0,0
7273,0,1,562.0,563.0,0,1,18.0,1125.0,0,0
7274,0,0,614.0,615.0,1,0,17.0,1229.0,0,0
7275,1,1,560.0,535.0,1,0,7.0,1095.0,0,1
7276,0,0,552.0,536.0,0,1,19.0,1088.0,0,0
7277,1,1,549.0,546.0,1,1,1.0,1095.0,1,1
7278,0,0,591.0,593.0,0,1,18.0,1184.0,0,0
7279,0,0,518.0,497.0,1,0,18.0,1015.0,0,0
7280,0,0,604.0,674.0,0,0,28.0,1278.0,0,0
7281,0,1,566.0,620.0,1,1,13.0,1186.0,1,0
7288,0,1,562.0,574.0,0,0,23.0,1136.0,0,0
7292,1,0,596.0,561.0,0,1,32.0,1157.0,0,0
7296,0,0,669.0,611.0,1,0,2.0,1280.0,0,0
7298,0,1,586.0,603.0,0,0,28.0,1189.0,0,0
7301,0,0,643.0,579.0,0,0,4.0,1222.0,0,0
7303,0,0,631.0,584.0,0,1,15.0,1215.0,0,0
7304,0,0,573.0,552.0,0,1,11.0,1125.0,0,0
7305,1,0,526.0,572.0,1,1,14.0,1098.0,1,1
7306,0,1,582.0,577.0,0,1,15.0,1159.0,0,0
7308,1,1,599.0,565.0,0,0,23.0,1164.0,0,0
7311,0,0,637.0,674.0,0,0,17.0,1311.0,0,0
7313,0,1,611.0,626.0,0,0,16.0,1237.0,0,0
7314,0,0,622.0,577.0,0,1,6.0,1199.0,0,0
7316,0,0,650.0,568.0,0,0,10.0,1218.0,0,0
7319,1,0,514.0,557.0,0,1,5.0,1071.0,0,0
7320,0,1,659.0,632.0,1,0,8.0,1291.0,0,0
7325,1,0,631.0,626.0,1,1,2.0,1257.0,1,1
7326,0,1,582.0,572.0,1,0,6.0,1154.0,0,0
7328,0,0,582.0,561.0,0,0,20.0,1143.0,0,0
7329,0,1,555.0,584.0,0,0,17.0,1139.0,0,0
7331,1,1,503.0,510.0,1,0,4.0,1013.0,0,1
7332,1,1,527.0,502.0,0,1,16.0,1029.0,0,0
7337,0,1,511.0,548.0,0,1,5.0,1059.0,0,0
7341,0,1,604.0,615.0,0,0,15.0,1219.0,0,0
7342,0,1,659.0,603.0,1,0,11.0,1262.0,0,0
7344,0,1,577.0,577.0,0,0,7.0,1154.0,0,0
7347,0,0,564.0,582.0,0,0,2.0,1146.0,0,0
7348,1,0,521.0,477.0,0,1,13.0,998.0,0,0
7349,0,1,643.0,603.0,0,0,31.0,1246.0,0,0
7350,0,1,611.0,611.0,1,0,14.0,1222.0,0,0
7351,0,1,586.0,577.0,1,1,10.0,1163.0,1,0
7354,1,1,530.0,512.0,1,0,28.0,1042.0,0,1
7355,0,0,515.0,540.0,0,0,19.0,1055.0,0,0
7356,0,1,559.0,590.0,0,0,12.0,1149.0,0,0
7360,0,0,560.0,565.0,0,0,8.0,1125.0,0,0
7361,0,1,577.0,565.0,0,0,9.0,1142.0,0,0
7362,1,0,511.0,556.0,1,1,4.0,1067.0,1,1
7363,0,1,709.0,648.0,0,0,17.0,1357.0,0,0
7364,0,0,614.0,596.0,1,0,18.0,1210.0,0,0
7367,0,0,604.0,615.0,0,0,1.0,1219.0,0,0
7370,1,0,569.0,563.0,1,1,11.0,1132.0,1,1
7372,0,1,622.0,659.0,0,0,15.0,1281.0,0,0
7373,0,1,582.0,523.0,0,1,12.0,1105.0,0,0
7375,0,0,637.0,674.0,0,0,10.0,1311.0,0,0
7376,0,1,547.0,538.0,0,1,2.0,1085.0,0,0
7377,0,0,591.0,607.0,0,0,1.0,1198.0,0,0
7379,0,0,669.0,620.0,0,1,18.0,1289.0,0,0
7380,0,0,596.0,565.0,0,0,1.0,1161.0,0,0
7381,0,1,622.0,620.0,0,0,12.0,1242.0,0,0
7382,0,1,552.0,556.0,0,0,12.0,1108.0,0,0
7390,1,0,564.0,572.0,0,1,12.0,1136.0,0,0
7392,1,0,535.0,540.0,0,1,7.0,1075.0,0,0
7393,0,0,591.0,528.0,0,0,30.0,1119.0,0,0
7394,0,1,555.0,550.0,0,1,4.0,1105.0,0,0
7395,0,0,559.0,593.0,0,1,8.0,1152.0,0,0
7396,0,1,611.0,577.0,0,1,6.0,1188.0,0,0
7398,0,1,669.0,620.0,1,1,5.0,1289.0,1,0
7400,0,1,566.0,639.0,0,0,8.0,1205.0,0,0
7401,0,1,650.0,648.0,0,1,15.0,1298.0,0,0
7403,0,0,503.0,525.0,1,1,14.0,1028.0,1,0
7404,0,0,643.0,626.0,1,0,11.0,1269.0,0,0
7405,1,0,577.0,536.0,1,0,10.0,1113.0,0,1
7410,0,0,573.0,565.0,1,0,14.0,1138.0,0,0
7411,0,1,637.0,607.0,1,1,1.0,1244.0,1,0
7413,1,1,618.0,563.0,0,0,12.0,1181.0,0,0
7414,1,0,562.0,593.0,0,1,32.0,1155.0,0,0
7416,0,1,579.0,538.0,0,0,19.0,1117.0,0,0
7418,0,0,596.0,565.0,0,1,2.0,1161.0,0,0
7419,1,1,584.0,590.0,0,1,2.0,1174.0,0,0
7427,0,0,591.0,572.0,0,0,12.0,1163.0,0,0
7429,0,0,596.0,579.0,1,0,3.0,1175.0,0,0
7430,0,1,650.0,659.0,0,0,6.0,1309.0,0,0
7432,0,0,631.0,607.0,0,0,8.0,1238.0,0,0
7433,0,1,643.0,603.0,0,0,19.0,1246.0,0,0
7434,1,0,602.0,615.0,0,0,14.0,1217.0,0,0
7435,0,1,499.0,499.0,0,0,18.0,998.0,0,0
7436,0,1,588.0,603.0,0,0,9.0,1191.0,0,0
7439,0,1,508.0,561.0,0,1,10.0,1069.0,0,0
7440,0,0,562.0,561.0,0,0,18.0,1123.0,0,0
7441,0,0,547.0,626.0,1,1,17.0,1173.0,1,0
7442,0,1,631.0,603.0,0,0,12.0,1234.0,0,0
7445,0,0,591.0,626.0,0,1,6.0,1217.0,0,0
7446,1,1,560.0,536.0,0,1,30.0,1096.0,0,0
7447,0,1,596.0,632.0,0,0,1.0,1228.0,0,0
7448,1,0,526.0,574.0,0,1,1.0,1100.0,0,0
7449,0,1,602.0,626.0,0,0,31.0,1228.0,0,0
7451,1,0,536.0,543.0,0,1,10.0,1079.0,0,0
7452,0,1,566.0,577.0,0,0,5.0,1143.0,0,0
7455,0,1,539.0,552.0,1,0,1.0,1091.0,0,0
7456,0,1,523.0,557.0,1,1,0.0,1080.0,1,0
7458,0,1,549.0,639.0,0,0,9.0,1188.0,0,0
7461,0,0,643.0,648.0,1,0,18.0,1291.0,0,0
7462,1,1,549.0,574.0,0,1,9.0,1123.0,0,0
7465,0,1,577.0,648.0,1,0,32.0,1225.0,0,0
7467,0,1,614.0,584.0,1,0,4.0,1198.0,0,0
7470,0,1,596.0,620.0,0,0,12.0,1216.0,0,0
7471,0,1,611.0,620.0,1,0,14.0,1231.0,0,0
7474,0,0,618.0,590.0,0,0,11.0,1208.0,0,0
7477,0,1,532.0,490.0,0,0,8.0,1022.0,0,0
7480,0,0,569.0,570.0,0,0,6.0,1139.0,0,0
7481,1,1,524.0,533.0,1,1,31.0,1057.0,1,1
7482,1,1,529.0,546.0,0,1,14.0,1075.0,0,0
7485,0,0,568.0,568.0,1,0,1.0,1136.0,0,0
7491,0,0,521.0,538.0,0,0,24.0,1059.0,0,0
7493,0,1,627.0,632.0,0,0,15.0,1259.0,0,0
7494,1,1,539.0,554.0,0,1,9.0,1093.0,0,0
7495,1,0,571.0,545.0,0,1,3.0,1116.0,0,0
7496,0,1,582.0,603.0,1,1,8.0,1185.0,1,0
7498,0,1,684.0,615.0,1,0,10.0,1299.0,0,0
7499,0,0,584.0,554.0,0,0,18.0,1138.0,0,0
7501,0,1,627.0,648.0,0,0,19.0,1275.0,0,0
7502,1,0,596.0,639.0,0,0,0.0,1235.0,0,0
7508,0,1,566.0,572.0,0,0,23.0,1138.0,0,0
7510,0,1,494.0,523.0,0,1,2.0,1017.0,0,0
7511,1,0,555.0,530.0,1,1,31.0,1085.0,1,1
7514,0,1,557.0,543.0,0,0,18.0,1100.0,0,0
7515,0,1,659.0,607.0,0,0,33.0,1266.0,0,0
7517,1,1,564.0,599.0,0,0,12.0,1163.0,0,0
7520,0,1,521.0,557.0,0,0,10.0,1078.0,0,0
7522,0,1,582.0,559.0,0,0,11.0,1141.0,0,0
7526,0,1,560.0,552.0,0,0,2.0,1112.0,0,0
7527,0,0,586.0,561.0,0,1,22.0,1147.0,0,0
7530,1,0,602.0,674.0,1,1,2.0,1276.0,1,1
7531,0,0,596.0,563.0,0,1,18.0,1159.0,0,0
7532,0,1,608.0,579.0,0,1,22.0,1187.0,0,0
7535,0,0,586.0,674.0,0,1,9.0,1260.0,0,0
7536,0,0,584.0,568.0,0,0,12.0,1152.0,0,0
7538,1,1,500.0,584.0,0,1,1.0,1084.0,0,0
7539,0,1,614.0,721.0,1,0,19.0,1335.0,0,0
7541,0,0,557.0,632.0,0,0,12.0,1189.0,0,0
7544,0,1,669.0,648.0,1,0,5.0,1317.0,0,0
7545,0,0,505.0,510.0,0,0,12.0,1015.0,0,0
7546,0,0,614.0,632.0,0,0,18.0,1246.0,0,0
7547,0,0,564.0,568.0,0,1,8.0,1132.0,0,0
7549,1,0,526.0,538.0,0,1,2.0,1064.0,0,0
7551,0,1,508.0,541.0,0,0,27.0,1049.0,0,0
7552,1,0,562.0,543.0,0,0,4.0,1105.0,0,0
7553,1,0,608.0,593.0,0,1,14.0,1201.0,0,0
7554,1,1,527.0,531.0,0,1,12.0,1058.0,0,0
7555,0,1,643.0,593.0,0,0,13.0,1236.0,0,0
7556,1,0,547.0,528.0,0,1,18.0,1075.0,0,0
7557,0,0,627.0,632.0,0,0,33.0,1259.0,0,0
7559,0,1,611.0,632.0,1,0,14.0,1243.0,0,0
7560,0,0,573.0,620.0,0,0,4.0,1193.0,0,0
7561,0,1,596.0,648.0,0,1,12.0,1244.0,0,0
7562,1,0,596.0,565.0,1,0,4.0,1161.0,0,1
7563,0,1,555.0,530.0,0,1,9.0,1085.0,0,0
7564,0,0,586.0,577.0,0,0,18.0,1163.0,0,0
7567,0,1,643.0,659.0,0,0,25.0,1302.0,0,0
7569,0,0,637.0,611.0,0,0,15.0,1248.0,0,0
7570,1,1,529.0,543.0,0,1,32.0,1072.0,0,0
7575,1,1,512.0,543.0,0,1,1.0,1055.0,0,0
7581,0,0,608.0,603.0,0,0,8.0,1211.0,0,0
7582,0,1,591.0,590.0,0,0,10.0,1181.0,0,0
7584,0,1,622.0,626.0,0,1,8.0,1248.0,0,0
7585,0,0,637.0,596.0,0,0,13.0,1233.0,0,0
7588,1,1,538.0,574.0,1,1,12.0,1112.0,1,1
